Protein,Filename,Chain
3NRW,pdb3nrw.ent.gz,A
3EZI,pdb3ezi.ent.gz,A
3C57,pdb3c57.ent.gz,A
3TJY,pdb3tjy.ent.gz,A
4R2Z,pdb4r2z.ent.gz,A
3AKH,pdb3akh.ent.gz,A
2GBW,pdb2gbw.ent.gz,A
5JIR,pdb5jir.ent.gz,A
4QGS,pdb4qgs.ent.gz,A
3DME,pdb3dme.ent.gz,A
4AX7,pdb4ax7.ent.gz,A
2GN0,pdb2gn0.ent.gz,A
3LVF,pdb3lvf.ent.gz,O
1DC1,pdb1dc1.ent.gz,A
1XCR,pdb1xcr.ent.gz,A
1OGQ,pdb1ogq.ent.gz,A
2Z62,pdb2z62.ent.gz,A
2HXI,pdb2hxi.ent.gz,A
5V4T,pdb5v4t.ent.gz,A
3G66,pdb3g66.ent.gz,A
6ZMB,pdb6zmb.ent.gz,B
2FPR,pdb2fpr.ent.gz,A
2GBW,pdb2gbw.ent.gz,B
6KY9,pdb6ky9.ent.gz,A
2FA1,pdb2fa1.ent.gz,A
3QRL,pdb3qrl.ent.gz,A
1JDL,pdb1jdl.ent.gz,A
6R6M,pdb6r6m.ent.gz,A
4IRG,pdb4irg.ent.gz,A
6R6M,pdb6r6m.ent.gz,B
6Z5O,6Z5O.pdb.gz,AAA
3RIX,pdb3rix.ent.gz,A
1PBY,pdb1pby.ent.gz,A
3DGB,pdb3dgb.ent.gz,A
4O8M,pdb4o8m.ent.gz,A
4G2N,pdb4g2n.ent.gz,A
1PBY,pdb1pby.ent.gz,B
1QD1,pdb1qd1.ent.gz,A
2G0W,pdb2g0w.ent.gz,A
7JMA,pdb7jma.ent.gz,A
1UKG,pdb1ukg.ent.gz,A
3D3Z,pdb3d3z.ent.gz,A
7DG2,pdb7dg2.ent.gz,A
1N0W,pdb1n0w.ent.gz,A
1YUM,pdb1yum.ent.gz,A
6SS0,6SS0.pdb.gz,HHH
4EMV,pdb4emv.ent.gz,A
7DG2,pdb7dg2.ent.gz,C
5CWN,pdb5cwn.ent.gz,A
5TEZ,pdb5tez.ent.gz,I
2BNM,pdb2bnm.ent.gz,A
1YCK,pdb1yck.ent.gz,A
6IE6,pdb6ie6.ent.gz,A
7UST,7UST.pdb.gz,A
1WKA,pdb1wka.ent.gz,A
2AQ6,pdb2aq6.ent.gz,A
4K61,pdb4k61.ent.gz,A
2D7T,pdb2d7t.ent.gz,H
4H8Q,pdb4h8q.ent.gz,A
1ECS,pdb1ecs.ent.gz,A
5N88,pdb5n88.ent.gz,A
1H03,pdb1h03.ent.gz,P
3ZHF,pdb3zhf.ent.gz,A
1U9D,pdb1u9d.ent.gz,A
5XDZ,pdb5xdz.ent.gz,B
7RJZ,7RJZ.pdb.gz,A
2D7T,pdb2d7t.ent.gz,L
6H8M,pdb6h8m.ent.gz,A
5KAZ,pdb5kaz.ent.gz,A
3MHX,pdb3mhx.ent.gz,A
2ZQE,pdb2zqe.ent.gz,A
1PBY,pdb1pby.ent.gz,C
7DG2,pdb7dg2.ent.gz,D
2ZKO,pdb2zko.ent.gz,A
1YLD,pdb1yld.ent.gz,B
2OEM,pdb2oem.ent.gz,A
6G71,pdb6g71.ent.gz,A
2H4P,pdb2h4p.ent.gz,A
3VVM,pdb3vvm.ent.gz,A
1YLE,pdb1yle.ent.gz,A
5UXD,pdb5uxd.ent.gz,A
1YAL,pdb1yal.ent.gz,A
4YH8,pdb4yh8.ent.gz,A
4DOK,pdb4dok.ent.gz,A
3C7X,pdb3c7x.ent.gz,A
6R5W,pdb6r5w.ent.gz,A
2YG2,pdb2yg2.ent.gz,A
3VPY,pdb3vpy.ent.gz,A
3IDU,pdb3idu.ent.gz,A
2DTC,pdb2dtc.ent.gz,A
4YBA,pdb4yba.ent.gz,A
4YH8,pdb4yh8.ent.gz,B
5CTT,pdb5ctt.ent.gz,B
2P9B,pdb2p9b.ent.gz,A
3GRH,pdb3grh.ent.gz,A
1PXZ,pdb1pxz.ent.gz,A
4PMD,pdb4pmd.ent.gz,A
3WI7,pdb3wi7.ent.gz,A
1G3M,pdb1g3m.ent.gz,A
1GEG,pdb1geg.ent.gz,A
4O4F,pdb4o4f.ent.gz,A
4DZB,pdb4dzb.ent.gz,B
6H47,pdb6h47.ent.gz,B
5B3K,pdb5b3k.ent.gz,A
1SRV,pdb1srv.ent.gz,A
7VU4,7VU4.pdb.gz,A
1HZ6,pdb1hz6.ent.gz,A
1RH6,pdb1rh6.ent.gz,A
4OK4,pdb4ok4.ent.gz,A
4LV5,pdb4lv5.ent.gz,B
1Z8O,pdb1z8o.ent.gz,A
4LV5,pdb4lv5.ent.gz,A
1DUV,pdb1duv.ent.gz,G
7B9L,pdb7b9l.ent.gz,A
3QW3,pdb3qw3.ent.gz,A
2D2E,pdb2d2e.ent.gz,A
5EYW,pdb5eyw.ent.gz,A
5ZW4,pdb5zw4.ent.gz,A
2NUG,pdb2nug.ent.gz,A
1T82,pdb1t82.ent.gz,A
1AOH,pdb1aoh.ent.gz,A
3FZ9,pdb3fz9.ent.gz,A
2CWR,pdb2cwr.ent.gz,A
3G1J,pdb3g1j.ent.gz,A
2QWO,pdb2qwo.ent.gz,B
1ZXT,pdb1zxt.ent.gz,A
1YLH,pdb1ylh.ent.gz,A
2QZU,pdb2qzu.ent.gz,A
6FH1,pdb6fh1.ent.gz,A
1L6S,pdb1l6s.ent.gz,A
4CQ4,pdb4cq4.ent.gz,A
1NRW,pdb1nrw.ent.gz,A
2J89,pdb2j89.ent.gz,A
2HLC,pdb2hlc.ent.gz,A
4N0V,pdb4n0v.ent.gz,A
7SEZ,7SEZ.pdb.gz,A
1YQV,pdb1yqv.ent.gz,H
3AV3,pdb3av3.ent.gz,A
2PBQ,pdb2pbq.ent.gz,A
2ZND,pdb2znd.ent.gz,A
5NRR,pdb5nrr.ent.gz,A
7P8D,7P8D.pdb.gz,A
3LZA,pdb3lza.ent.gz,A
5YI7,pdb5yi7.ent.gz,A
1NEP,pdb1nep.ent.gz,A
3I18,pdb3i18.ent.gz,A
2PA1,pdb2pa1.ent.gz,A
1RWJ,pdb1rwj.ent.gz,A
4IIO,pdb4iio.ent.gz,A
1IGQ,pdb1igq.ent.gz,A
6N7O,pdb6n7o.ent.gz,A
3BOF,pdb3bof.ent.gz,A
4XWW,pdb4xww.ent.gz,A
6E8O,pdb6e8o.ent.gz,A
4KMD,pdb4kmd.ent.gz,A
7L27,pdb7l27.ent.gz,A
7B7Z,pdb7b7z.ent.gz,A
1Q74,pdb1q74.ent.gz,A
7PLD,7PLD.pdb.gz,A
5YWT,pdb5ywt.ent.gz,A
1ZAN,pdb1zan.ent.gz,H
5LUG,pdb5lug.ent.gz,A
1NRJ,pdb1nrj.ent.gz,B
1ZAN,pdb1zan.ent.gz,L
3H95,pdb3h95.ent.gz,A
2JDF,pdb2jdf.ent.gz,A
3HA9,pdb3ha9.ent.gz,A
1NRJ,pdb1nrj.ent.gz,A
1H6H,pdb1h6h.ent.gz,A
7QCQ,7QCQ.pdb.gz,AAA
1UV7,pdb1uv7.ent.gz,A
4EVX,pdb4evx.ent.gz,A
7OCX,pdb7ocx.ent.gz,C
7OCX,pdb7ocx.ent.gz,A
4UWJ,pdb4uwj.ent.gz,A
3NUQ,pdb3nuq.ent.gz,A
2HJE,pdb2hje.ent.gz,A
1SGW,pdb1sgw.ent.gz,A
6PU9,pdb6pu9.ent.gz,A
2IKB,pdb2ikb.ent.gz,A
3G2S,pdb3g2s.ent.gz,A
4RRF,pdb4rrf.ent.gz,A
3M9Z,pdb3m9z.ent.gz,A
1VFJ,pdb1vfj.ent.gz,A
3IC4,pdb3ic4.ent.gz,A
3C0C,pdb3c0c.ent.gz,A
7VRF,7VRF.pdb.gz,A
1JM0,pdb1jm0.ent.gz,A
3ED4,pdb3ed4.ent.gz,A
6KFM,pdb6kfm.ent.gz,A
1EWF,pdb1ewf.ent.gz,A
4YNO,pdb4yno.ent.gz,A
3K8W,pdb3k8w.ent.gz,A
1FTR,pdb1ftr.ent.gz,A
2VOA,pdb2voa.ent.gz,A
2BIV,pdb2biv.ent.gz,A
1BEC,pdb1bec.ent.gz,A
1RZF,pdb1rzf.ent.gz,H
3L7O,pdb3l7o.ent.gz,A
1M6D,pdb1m6d.ent.gz,A
1VG8,pdb1vg8.ent.gz,A
1J83,pdb1j83.ent.gz,A
2ERY,pdb2ery.ent.gz,A
3BCY,pdb3bcy.ent.gz,A
1DQG,pdb1dqg.ent.gz,A
7XC3,7XC3.pdb.gz,A
2E27,pdb2e27.ent.gz,H
2E27,pdb2e27.ent.gz,L
2CY3,pdb2cy3.ent.gz,A
5HS7,pdb5hs7.ent.gz,A
1FLT,pdb1flt.ent.gz,X
4XVV,pdb4xvv.ent.gz,A
1BHP,pdb1bhp.ent.gz,A
5B68,pdb5b68.ent.gz,A
2GAI,pdb2gai.ent.gz,A
1NR0,pdb1nr0.ent.gz,A
7ZHU,7ZHU.pdb.gz,A
1W1O,pdb1w1o.ent.gz,A
6VBY,pdb6vby.ent.gz,A
1VJS,pdb1vjs.ent.gz,A
2ZOG,pdb2zog.ent.gz,A
2YQU,pdb2yqu.ent.gz,A
3I1A,pdb3i1a.ent.gz,A
3P8K,pdb3p8k.ent.gz,A
3RFS,pdb3rfs.ent.gz,A
4MDA,pdb4mda.ent.gz,A
2R25,pdb2r25.ent.gz,A
1HTW,pdb1htw.ent.gz,A
2R25,pdb2r25.ent.gz,B
4N1C,pdb4n1c.ent.gz,A
4KYP,pdb4kyp.ent.gz,A
4LFT,pdb4lft.ent.gz,A
6WAV,pdb6wav.ent.gz,A
2AXQ,pdb2axq.ent.gz,A
7CGF,pdb7cgf.ent.gz,A
3LXY,pdb3lxy.ent.gz,A
6CPY,pdb6cpy.ent.gz,A
1P99,pdb1p99.ent.gz,A
7NM8,7NM8.pdb.gz,AAA
2BD0,pdb2bd0.ent.gz,A
5ALC,pdb5alc.ent.gz,H
4HYE,pdb4hye.ent.gz,A
2J6A,pdb2j6a.ent.gz,A
3HDF,pdb3hdf.ent.gz,A
1YGT,pdb1ygt.ent.gz,A
2QZT,pdb2qzt.ent.gz,A
2VLG,pdb2vlg.ent.gz,A
5HOK,pdb5hok.ent.gz,A
1H75,pdb1h75.ent.gz,A
4WP2,pdb4wp2.ent.gz,A
4XG0,pdb4xg0.ent.gz,A
3QVS,pdb3qvs.ent.gz,A
6NPC,pdb6npc.ent.gz,A
1V9F,pdb1v9f.ent.gz,A
7F5O,7F5O.pdb.gz,A
1KZQ,pdb1kzq.ent.gz,A
2FZV,pdb2fzv.ent.gz,A
1Z0S,pdb1z0s.ent.gz,A
1XKP,pdb1xkp.ent.gz,A
1H6F,pdb1h6f.ent.gz,A
2GZB,pdb2gzb.ent.gz,A
2OX6,pdb2ox6.ent.gz,A
3F5O,pdb3f5o.ent.gz,A
1P5V,pdb1p5v.ent.gz,B
1XKP,pdb1xkp.ent.gz,C
1XKP,pdb1xkp.ent.gz,B
1RDO,pdb1rdo.ent.gz,1
1A70,pdb1a70.ent.gz,A
1DSZ,pdb1dsz.ent.gz,A
2BOP,pdb2bop.ent.gz,A
3P6Z,pdb3p6z.ent.gz,C
3CUX,pdb3cux.ent.gz,A
1XES,pdb1xes.ent.gz,A
5HN3,pdb5hn3.ent.gz,A
1YI9,pdb1yi9.ent.gz,A
5B0W,pdb5b0w.ent.gz,A
1J02,pdb1j02.ent.gz,A
1V6T,pdb1v6t.ent.gz,A
4O6Y,pdb4o6y.ent.gz,A
3R90,pdb3r90.ent.gz,A
5CWJ,pdb5cwj.ent.gz,A
2W6K,pdb2w6k.ent.gz,A
3ZFK,pdb3zfk.ent.gz,A
2P25,pdb2p25.ent.gz,A
2WBS,pdb2wbs.ent.gz,A
1LFK,pdb1lfk.ent.gz,A
6OMP,pdb6omp.ent.gz,A
2V62,pdb2v62.ent.gz,A
3WAE,pdb3wae.ent.gz,A
1LKD,pdb1lkd.ent.gz,A
4U9P,pdb4u9p.ent.gz,A
2E8G,pdb2e8g.ent.gz,A
1AZO,pdb1azo.ent.gz,A
1UPI,pdb1upi.ent.gz,A
3IM6,pdb3im6.ent.gz,A
4DOL,pdb4dol.ent.gz,A
2P65,pdb2p65.ent.gz,A
3HVW,pdb3hvw.ent.gz,A
1K94,pdb1k94.ent.gz,A
1S5A,pdb1s5a.ent.gz,A
1S5U,pdb1s5u.ent.gz,A
1SC0,pdb1sc0.ent.gz,A
6Z1Z,pdb6z1z.ent.gz,A
1T1J,pdb1t1j.ent.gz,A
3T7Z,pdb3t7z.ent.gz,A
6BEK,pdb6bek.ent.gz,A
7MU8,7MU8.pdb.gz,A
7EOX,7EOX.pdb.gz,A
4QRE,pdb4qre.ent.gz,A
1FEC,pdb1fec.ent.gz,A
2Z6I,pdb2z6i.ent.gz,A
1BF6,pdb1bf6.ent.gz,A
1DEU,pdb1deu.ent.gz,A
2DDF,pdb2ddf.ent.gz,A
2JGB,pdb2jgb.ent.gz,A
5YQP,pdb5yqp.ent.gz,A
7R5L,7R5L.pdb.gz,A
3BX4,pdb3bx4.ent.gz,B
3BX4,pdb3bx4.ent.gz,A
6H6O,pdb6h6o.ent.gz,A
7O0S,pdb7o0s.ent.gz,A
7OMN,pdb7omn.ent.gz,A
1DQI,pdb1dqi.ent.gz,A
3ELK,pdb3elk.ent.gz,A
6OG4,pdb6og4.ent.gz,A
6OG4,pdb6og4.ent.gz,C
2Z7F,pdb2z7f.ent.gz,I
3HN3,pdb3hn3.ent.gz,A
3ZDS,pdb3zds.ent.gz,A
3PF2,pdb3pf2.ent.gz,A
2H3H,pdb2h3h.ent.gz,A
2YV1,pdb2yv1.ent.gz,A
1P9A,pdb1p9a.ent.gz,G
3UYQ,pdb3uyq.ent.gz,A
3MCL,pdb3mcl.ent.gz,H
3MCL,pdb3mcl.ent.gz,L
7B0X,7B0X.pdb.gz,C
1NKR,pdb1nkr.ent.gz,A
2PLW,pdb2plw.ent.gz,A
4KI3,pdb4ki3.ent.gz,A
3WE5,pdb3we5.ent.gz,A
3WZS,pdb3wzs.ent.gz,A
1ZD0,pdb1zd0.ent.gz,A
7B0X,7B0X.pdb.gz,I
5AYQ,pdb5ayq.ent.gz,A
7B0X,7B0X.pdb.gz,D
2VLU,pdb2vlu.ent.gz,A
2QTD,pdb2qtd.ent.gz,A
3IXO,pdb3ixo.ent.gz,A
2OFY,pdb2ofy.ent.gz,A
7EGS,7EGS.pdb.gz,B
2P8B,pdb2p8b.ent.gz,A
5E71,pdb5e71.ent.gz,A
1UAR,pdb1uar.ent.gz,A
3STY,pdb3sty.ent.gz,A
4WCJ,pdb4wcj.ent.gz,A
6CPH,pdb6cph.ent.gz,E
7NDV,pdb7ndv.ent.gz,A
3LSZ,pdb3lsz.ent.gz,A
3IT4,pdb3it4.ent.gz,B
6CPH,pdb6cph.ent.gz,D
5G1S,pdb5g1s.ent.gz,A
3IT4,pdb3it4.ent.gz,A
3GXR,pdb3gxr.ent.gz,A
2GEB,pdb2geb.ent.gz,A
3SO5,pdb3so5.ent.gz,A
6FDY,pdb6fdy.ent.gz,U
2DQU,pdb2dqu.ent.gz,H
2W7W,pdb2w7w.ent.gz,A
2O99,pdb2o99.ent.gz,A
3MTQ,pdb3mtq.ent.gz,A
1TFE,pdb1tfe.ent.gz,A
1JD1,pdb1jd1.ent.gz,A
3D1B,pdb3d1b.ent.gz,A
7BWF,pdb7bwf.ent.gz,B
4A94,pdb4a94.ent.gz,C
3KCG,pdb3kcg.ent.gz,I
1ZGD,pdb1zgd.ent.gz,A
2GB7,pdb2gb7.ent.gz,A
2OLG,pdb2olg.ent.gz,A
1ZS9,pdb1zs9.ent.gz,A
5K7F,pdb5k7f.ent.gz,A
4DIX,pdb4dix.ent.gz,A
1DMG,pdb1dmg.ent.gz,A
3EXR,pdb3exr.ent.gz,A
1YNL,pdb1ynl.ent.gz,H
4ANO,pdb4ano.ent.gz,A
1NG2,pdb1ng2.ent.gz,A
3RQI,pdb3rqi.ent.gz,A
2GJ8,pdb2gj8.ent.gz,A
3GRN,pdb3grn.ent.gz,A
1ZPS,pdb1zps.ent.gz,A
4QLR,pdb4qlr.ent.gz,A
3VTT,pdb3vtt.ent.gz,A
3U5V,pdb3u5v.ent.gz,A
1E2K,pdb1e2k.ent.gz,A
1TAD,pdb1tad.ent.gz,A
2UYO,pdb2uyo.ent.gz,A
1D4A,pdb1d4a.ent.gz,A
1R12,pdb1r12.ent.gz,A
6VIK,pdb6vik.ent.gz,B
1EQ9,pdb1eq9.ent.gz,A
2C2Q,pdb2c2q.ent.gz,A
2PY2,pdb2py2.ent.gz,A
2E8E,pdb2e8e.ent.gz,A
1TUV,pdb1tuv.ent.gz,A
2EPI,pdb2epi.ent.gz,A
1JQ0,pdb1jq0.ent.gz,A
2HUE,pdb2hue.ent.gz,C
1ZS4,pdb1zs4.ent.gz,A
2RCZ,pdb2rcz.ent.gz,A
2HUE,pdb2hue.ent.gz,B
3ADG,pdb3adg.ent.gz,A
7PW0,7PW0.pdb.gz,A
4LJ9,pdb4lj9.ent.gz,A
2EJW,pdb2ejw.ent.gz,A
4JE0,pdb4je0.ent.gz,A
3TWL,pdb3twl.ent.gz,A
6CTH,pdb6cth.ent.gz,A
2GGS,pdb2ggs.ent.gz,A
2F37,pdb2f37.ent.gz,A
1MJH,pdb1mjh.ent.gz,A
2YF4,pdb2yf4.ent.gz,A
1OA8,pdb1oa8.ent.gz,A
3AEI,pdb3aei.ent.gz,A
2AEU,pdb2aeu.ent.gz,A
4J0W,pdb4j0w.ent.gz,A
6IOW,pdb6iow.ent.gz,A
1TXN,pdb1txn.ent.gz,A
4DXF,pdb4dxf.ent.gz,A
2YOY,pdb2yoy.ent.gz,A
2B5G,pdb2b5g.ent.gz,A
2PZH,pdb2pzh.ent.gz,A
6XAZ,pdb6xaz.ent.gz,A
1TS9,pdb1ts9.ent.gz,A
2HL7,pdb2hl7.ent.gz,A
3RKQ,pdb3rkq.ent.gz,A
2XMO,pdb2xmo.ent.gz,A
3TW9,pdb3tw9.ent.gz,A
4E5N,pdb4e5n.ent.gz,A
3O4R,pdb3o4r.ent.gz,A
3M19,pdb3m19.ent.gz,A
3L8D,pdb3l8d.ent.gz,A
2PZE,pdb2pze.ent.gz,A
2GEN,pdb2gen.ent.gz,A
2ZYZ,pdb2zyz.ent.gz,B
2FCK,pdb2fck.ent.gz,A
3LLV,pdb3llv.ent.gz,A
2ZYZ,pdb2zyz.ent.gz,A
1XE0,pdb1xe0.ent.gz,A
3QF2,pdb3qf2.ent.gz,A
1W4X,pdb1w4x.ent.gz,A
3WDP,pdb3wdp.ent.gz,P
1KAE,pdb1kae.ent.gz,A
5NM4,pdb5nm4.ent.gz,A
2PRS,pdb2prs.ent.gz,A
2ZOS,pdb2zos.ent.gz,A
1PG6,pdb1pg6.ent.gz,A
1BGC,pdb1bgc.ent.gz,A
4XUO,pdb4xuo.ent.gz,A
1EAR,pdb1ear.ent.gz,A
2F5G,pdb2f5g.ent.gz,A
3E9V,pdb3e9v.ent.gz,A
3HMS,pdb3hms.ent.gz,A
4GX8,pdb4gx8.ent.gz,A
3F7J,pdb3f7j.ent.gz,A
1ZD9,pdb1zd9.ent.gz,A
4FAK,pdb4fak.ent.gz,A
7BNP,pdb7bnp.ent.gz,A
1VCD,pdb1vcd.ent.gz,A
4QKW,pdb4qkw.ent.gz,A
2R4F,pdb2r4f.ent.gz,A
2HOQ,pdb2hoq.ent.gz,A
6ANA,pdb6ana.ent.gz,H
2AS9,pdb2as9.ent.gz,A
1FZQ,pdb1fzq.ent.gz,A
3ARA,pdb3ara.ent.gz,A
1WS0,pdb1ws0.ent.gz,A
3LYN,pdb3lyn.ent.gz,A
3QUG,pdb3qug.ent.gz,A
3FLV,pdb3flv.ent.gz,A
2AXY,pdb2axy.ent.gz,A
4GDO,pdb4gdo.ent.gz,A
3VLJ,pdb3vlj.ent.gz,A
2WEU,pdb2weu.ent.gz,A
6X7W,pdb6x7w.ent.gz,A
1NQZ,pdb1nqz.ent.gz,A
1QF9,pdb1qf9.ent.gz,A
2P5D,pdb2p5d.ent.gz,A
1JOS,pdb1jos.ent.gz,A
1UJ0,pdb1uj0.ent.gz,A
4L6X,pdb4l6x.ent.gz,A
3GG2,pdb3gg2.ent.gz,A
1GTT,pdb1gtt.ent.gz,A
1MDO,pdb1mdo.ent.gz,A
1SL8,pdb1sl8.ent.gz,A
2VO8,pdb2vo8.ent.gz,A
4BHR,pdb4bhr.ent.gz,A
3LKE,pdb3lke.ent.gz,A
2YV7,pdb2yv7.ent.gz,A
3F6D,pdb3f6d.ent.gz,A
3AJV,pdb3ajv.ent.gz,A
3AJV,pdb3ajv.ent.gz,B
3RT4,pdb3rt4.ent.gz,A
1QKK,pdb1qkk.ent.gz,A
2Q87,pdb2q87.ent.gz,A
3I4J,pdb3i4j.ent.gz,A
6E36,pdb6e36.ent.gz,A
2QTR,pdb2qtr.ent.gz,A
3WEB,pdb3web.ent.gz,A
1R1T,pdb1r1t.ent.gz,A
2HAZ,pdb2haz.ent.gz,A
6PXZ,pdb6pxz.ent.gz,A
3VGZ,pdb3vgz.ent.gz,A
1Q72,pdb1q72.ent.gz,H
1F6B,pdb1f6b.ent.gz,A
1WKC,pdb1wkc.ent.gz,A
2FD5,pdb2fd5.ent.gz,A
1MK4,pdb1mk4.ent.gz,A
1Z0P,pdb1z0p.ent.gz,A
1TUO,pdb1tuo.ent.gz,A
1RII,pdb1rii.ent.gz,A
3C37,pdb3c37.ent.gz,A
5FIG,pdb5fig.ent.gz,A
6GU1,pdb6gu1.ent.gz,A
2DS2,pdb2ds2.ent.gz,B
2PIJ,pdb2pij.ent.gz,A
2EG4,pdb2eg4.ent.gz,A
1UPT,pdb1upt.ent.gz,A
1UPT,pdb1upt.ent.gz,B
3BEO,pdb3beo.ent.gz,A
1JYE,pdb1jye.ent.gz,A
1XFS,pdb1xfs.ent.gz,A
3F13,pdb3f13.ent.gz,A
1Q1U,pdb1q1u.ent.gz,A
1NJH,pdb1njh.ent.gz,A
1F5N,pdb1f5n.ent.gz,A
4LE5,pdb4le5.ent.gz,A
3JVA,pdb3jva.ent.gz,A
1WJX,pdb1wjx.ent.gz,A
2CU3,pdb2cu3.ent.gz,A
1F3U,pdb1f3u.ent.gz,B
6ZM3,6ZM3.pdb.gz,AAA
6ZM3,6ZM3.pdb.gz,BBB
1F3U,pdb1f3u.ent.gz,A
1V10,pdb1v10.ent.gz,A
2HES,pdb2hes.ent.gz,X
7CBE,pdb7cbe.ent.gz,A
4JCO,pdb4jco.ent.gz,A
5V75,pdb5v75.ent.gz,A
3GGY,pdb3ggy.ent.gz,A
3CG6,pdb3cg6.ent.gz,A
5FML,pdb5fml.ent.gz,B
2NSA,pdb2nsa.ent.gz,A
1N4X,pdb1n4x.ent.gz,H
1N4X,pdb1n4x.ent.gz,L
2OKL,pdb2okl.ent.gz,A
3N90,pdb3n90.ent.gz,A
3B2F,pdb3b2f.ent.gz,A
2QGM,pdb2qgm.ent.gz,A
4L0M,pdb4l0m.ent.gz,A
1OJ8,pdb1oj8.ent.gz,A
1NZA,pdb1nza.ent.gz,A
3PYF,pdb3pyf.ent.gz,A
1KS9,pdb1ks9.ent.gz,A
2AEF,pdb2aef.ent.gz,A
4Y7U,pdb4y7u.ent.gz,A
1SGT,pdb1sgt.ent.gz,A
2JJW,pdb2jjw.ent.gz,A
4ZI9,pdb4zi9.ent.gz,A
1MGQ,pdb1mgq.ent.gz,A
1MZ9,pdb1mz9.ent.gz,A
4EU0,pdb4eu0.ent.gz,A
1XNG,pdb1xng.ent.gz,A
1IUK,pdb1iuk.ent.gz,A
1GMI,pdb1gmi.ent.gz,A
2DQL,pdb2dql.ent.gz,A
1KDJ,pdb1kdj.ent.gz,A
2NX9,pdb2nx9.ent.gz,A
2C4E,pdb2c4e.ent.gz,A
7TWA,7TWA.pdb.gz,A
1ORN,pdb1orn.ent.gz,A
5UVR,pdb5uvr.ent.gz,A
3I6E,pdb3i6e.ent.gz,A
6MTT,pdb6mtt.ent.gz,H
6MTT,pdb6mtt.ent.gz,L
1Z9L,pdb1z9l.ent.gz,A
1AQZ,pdb1aqz.ent.gz,A
7D2G,pdb7d2g.ent.gz,A
2JAF,pdb2jaf.ent.gz,A
7DVR,pdb7dvr.ent.gz,A
3T8R,pdb3t8r.ent.gz,A
2XSK,pdb2xsk.ent.gz,A
3A1G,pdb3a1g.ent.gz,A
3A1G,pdb3a1g.ent.gz,B
7D2E,pdb7d2e.ent.gz,A
2HEO,pdb2heo.ent.gz,A
4A3U,pdb4a3u.ent.gz,A
5GM0,pdb5gm0.ent.gz,A
2FUJ,pdb2fuj.ent.gz,A
2FPH,pdb2fph.ent.gz,X
1QST,pdb1qst.ent.gz,A
6JF9,pdb6jf9.ent.gz,A
1DDW,pdb1ddw.ent.gz,A
3CO8,pdb3co8.ent.gz,A
1VR9,pdb1vr9.ent.gz,A
1JUV,pdb1juv.ent.gz,A
2E85,pdb2e85.ent.gz,A
3C97,pdb3c97.ent.gz,A
1SG6,pdb1sg6.ent.gz,A
1Q2H,pdb1q2h.ent.gz,A
2G0C,pdb2g0c.ent.gz,A
1P3Q,pdb1p3q.ent.gz,Q
1I7H,pdb1i7h.ent.gz,A
2E12,pdb2e12.ent.gz,A
2FHT,pdb2fht.ent.gz,A
6LNA,pdb6lna.ent.gz,A
4N6D,pdb4n6d.ent.gz,A
5XM3,pdb5xm3.ent.gz,A
5XM3,pdb5xm3.ent.gz,B
7YJ5,7YJ5.pdb.gz,A
2A9D,pdb2a9d.ent.gz,A
6QKB,pdb6qkb.ent.gz,A
6CXB,pdb6cxb.ent.gz,A
2IJA,pdb2ija.ent.gz,A
3OQI,pdb3oqi.ent.gz,A
5JNM,pdb5jnm.ent.gz,A
4DKK,pdb4dkk.ent.gz,A
5B6K,pdb5b6k.ent.gz,A
3B08,pdb3b08.ent.gz,B
4I6N,pdb4i6n.ent.gz,A
3LE4,pdb3le4.ent.gz,A
5URO,pdb5uro.ent.gz,A
5YCX,pdb5ycx.ent.gz,A
5EOV,pdb5eov.ent.gz,A
4MO7,pdb4mo7.ent.gz,A
5MIX,pdb5mix.ent.gz,A
3WIH,pdb3wih.ent.gz,A
4JIF,pdb4jif.ent.gz,A
4WX3,pdb4wx3.ent.gz,A
5GPO,pdb5gpo.ent.gz,A
3R15,pdb3r15.ent.gz,A
6IQE,pdb6iqe.ent.gz,A
5G4D,pdb5g4d.ent.gz,A
1Y81,pdb1y81.ent.gz,A
6KNE,pdb6kne.ent.gz,A
5J8Q,pdb5j8q.ent.gz,A
5VAB,pdb5vab.ent.gz,A
4FUQ,pdb4fuq.ent.gz,A
5UEI,pdb5uei.ent.gz,A
6WI7,pdb6wi7.ent.gz,A
6ARF,pdb6arf.ent.gz,A
4D5B,pdb4d5b.ent.gz,A
7DQ9,7DQ9.pdb.gz,A
3LP6,pdb3lp6.ent.gz,A
5H3K,pdb5h3k.ent.gz,A
5BY4,pdb5by4.ent.gz,A
3N1E,pdb3n1e.ent.gz,A
3PFY,pdb3pfy.ent.gz,A
4ZI5,pdb4zi5.ent.gz,A
6X0B,pdb6x0b.ent.gz,A
3LJU,pdb3lju.ent.gz,X
3V9W,pdb3v9w.ent.gz,A
3DD6,pdb3dd6.ent.gz,A
1XZO,pdb1xzo.ent.gz,A
5H4R,pdb5h4r.ent.gz,A
4XWM,pdb4xwm.ent.gz,A
6OP8,pdb6op8.ent.gz,A
6OP8,pdb6op8.ent.gz,B
6EA6,pdb6ea6.ent.gz,A
6L4P,pdb6l4p.ent.gz,B
7KPZ,pdb7kpz.ent.gz,A
5Z59,pdb5z59.ent.gz,A
6F45,pdb6f45.ent.gz,D
6F45,pdb6f45.ent.gz,A
